Project Station ID,Site ID,Site,Date,Time,"Depth, meters","Sonde Depth, meters","Temperature, oC","Dissolved Oxygen, mg/L","Dissolved Oxygen, Saturation %","Specific Conductivity, µS/cm at 25oC",pH,"Total Phosphorus, mg/L","Soluble Reactive Phosphorus, mg/L","Total Nitrogen, mg/L","Chlorophyll-a, µg/L","Secchi, meters","Chloride, mg/L"
PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,0,0.25,23.46,9.44,111.2,492,8.5,0.0866,0.00739,1.93,84,0.7,

PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,1,1.047999978,23.5,9.73,114.6,492,8.52,,,,,,

PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,2,2.042999983,23.4,9.49,111.6,496,8.43,,,,,,

PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,3,3.018999815,23.21,8.38,98.2,496,8.47,,,,,,

PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,4,4.066999912,23.09,7.42,86.8,500,8.34,,,,,,

PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,5,5.047999859,22.73,4.38,50.9,512,8.05,,,,,,

PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,6,6.065999985,19.95,0.9,9.9,618,7.41,0.0997,0.0286,,,,

PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,7,7.034999847,18.11,0.51,5.4,633,7.31,,,,,,

PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,8,8.042999268,15.46,0.28,2.8,653,7.18,,,,,,

PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,9,9.073999405,14.68,0.19,1.9,664,7.05,,,,,,

PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,10,10.04199982,14.41,0.16,1.5,671,6.96,0.983,0.889,,,,

PRJ07339-2,SP_3R,Spring Lake,08/30/2011,0:00,10.41499996,10.41499996,14.22,0.13,1.3,681,6.88,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,0,0.008999944,23.2,12.06,141.3,465,8.81,0.0872,0.0102,1.91,77,0.6,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,1,1.031999946,22.89,11.28,131.4,469,8.75,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,2,2.025999784,22.56,10.3,119.3,473,8.59,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,3,3.054999828,22.13,7.61,87.4,492,8.13,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,4,4.049999714,21.67,4.39,49.9,501,7.88,0.089,0.0099,,,,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,5,5.07199955,21.54,3.4,38.6,506,7.81,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,6,6.057999611,21.34,1.71,19.4,514,7.7,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,7,7.024999619,18.71,1.17,12.6,635,7.3,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,8,8.097999573,16.06,0.57,5.8,660,7.09,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,9,9.023999214,15.12,0.33,3.3,679,6.96,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,10,10.0199995,14.88,0.25,2.5,703,6.85,1.58,1.47,,,,

PRJ07339-2,SP_3R,Spring Lake,09/13/2011,0:00,10.15799999,10.15799999,14.83,0.19,1.9,715,6.76,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/27/2011,0:00,0,0.047999978,16.19,7.09,72.2,508,7.87,0.17,0.121,2.19,141,0.71,

PRJ07339-2,SP_3R,Spring Lake,09/27/2011,0:00,1,1.082999945,16.2,6.78,69,507,7.87,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/27/2011,0:00,2,2.055999994,16.19,6.66,67.9,508,7.87,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/27/2011,0:00,3,3.057999849,16.18,6.59,67.1,508,7.86,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/27/2011,0:00,4,4.074999809,16.12,6.28,63.9,508,7.81,0.175,0.0833,,,,

PRJ07339-2,SP_3R,Spring Lake,09/27/2011,0:00,5,5.063999653,16.09,5.86,59.6,508,7.79,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/27/2011,0:00,6,6.025999546,16.06,5.63,57.2,508,7.76,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/27/2011,0:00,7,7.080999851,16.04,5.26,53.4,509,7.72,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/27/2011,0:00,8,8.050999641,16.02,4.89,49.6,509,7.7,,,,,,

PRJ07339-2,SP_3R,Spring Lake,09/27/2011,0:00,9,9.074999809,15.97,4.47,45.3,510,7.65,0.16,0.14,,,,

PRJ07339-2,SP_3R,Spring Lake,09/27/2011,0:00,9.776999474,9.776999474,15.73,2.07,20.9,544,6.85,,,,,,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,0,0.064999998,11.42,9.4,86.2,511,7.82,0.216,0.167,2.43,18,2.38,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,1,1.012999892,11.41,8.12,74.4,511,7.77,,,,,,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,2,2.035999775,11.42,7.85,71.9,511,7.77,,,,,,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,3,3.028999805,11.41,7.79,71.4,511,7.76,,,,,,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,4,4.036999702,11.38,7.75,71,511,7.76,,,,,,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,5,5.000999928,11.36,7.73,70.8,511,7.75,0.209,0.167,,,,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,6,6.041999817,11.34,7.73,70.8,511,7.75,,,,,,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,7,7.041999817,11.31,7.75,70.9,511,7.76,,,,,,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,8,8.073999405,11.29,7.8,71.3,511,7.76,,,,,,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,9,9.047999382,11.27,7.8,71.3,511,7.75,,,,,,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,10,10.07199955,11.31,7.75,70.9,514,7.62,0.208,0.176,,,,

PRJ07339-2,SP_3R,Spring Lake,10/25/2011,0:00,10.21699905,10.21699905,11.39,5.56,51,538,7.24,,,,,,

